Fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
2/23/2022,Buenos Aires,Mujer,26,Otro,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Buenos Aires,Mujer,29,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/23/2022,Buenos Aires,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Buenos Aires,Mujer,36,Argentina,No,Si,Si,Si,Si,Si,Si,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Buenos Aires,Mujer,18,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Otro,Mujer
2/23/2022,Buenos Aires,Mujer,17,Otro,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
2/23/2022,Buenos Aires,Mujer,36,Argentina,No,Si,Si,No,Si,No,Si,Si,No,No,No,No,Superior jerarquico,Varon
2/23/2022,Buenos Aires,Mujer,54,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
2/23/2022,Buenos Aires,Mujer,39,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Buenos Aires,Mujer,22,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Buenos Aires,Mujer,46,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Buenos Aires,Mujer,36,Argentina,No,Si,Si,No,Si,No,Si,Si,No,No,No,No,Superior jerarquico,Varon
2/23/2022,Buenos Aires,Mujer,29,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/23/2022,Ciudad Autónoma de Buenos Aires,Mujer,48,Otro,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/23/2022,Ciudad Autónoma de Buenos Aires,Mujer,47,Otro,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Ciudad Autónoma de Buenos Aires,Mujer,36,Otro,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Ciudad Autónoma de Buenos Aires,Mujer,37,Otro,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/23/2022,Ciudad Autónoma de Buenos Aires,Mujer,26,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Buenos Aires,Mujer,83,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/23/2022,Santa Cruz,Mujer,23,Otro,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Ciudad Autónoma de Buenos Aires,Mujer,30,Otro,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/23/2022,Ciudad Autónoma de Buenos Aires,Mujer,22,Otro,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/23/2022,Ciudad Autónoma de Buenos Aires,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,27,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,44,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,31,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,45,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,51,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Cordoba,Mujer,48,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,53,Otro,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,31,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Santa Fe,Mujer,28,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,56,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,41,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,48,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,34,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,37,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,22,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,32,Otro,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Cordoba,Mujer,22,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,San Luis,Mujer,22,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,50,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,34,Otro,Si,Si,Si,No,Si,Si,Si,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,43,Otro,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,33,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,64,Otro,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,23,Otro,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,34,Otro,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,33,Argentina,No,No,No,No,No,No,No,No,No,No,No,No,Otro,Varon
2/24/2022,Buenos Aires,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2/24/2022,Buenos Aires,Mujer,51,Peruana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,19,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,31,Argentina,No,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,17,Argentina,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
2/24/2022,Buenos Aires,Mujer,29,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2/24/2022,Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,38,Boliviana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,36,Otro,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,41,Otro,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Buenos Aires,Mujer,22,Otro,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon
2/24/2022,Buenos Aires,Mujer,50,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/24/2022,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,54,Argentina,No,Si,No,No,Si,No,Si,No,No,No,No,No,Otro,Varon
2/24/2022,Buenos Aires,Mujer,36,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,39,Argentina,No,Si,No,No,No,No,No,No,No,No,Si,No,Superior jerarquico,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,18,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,46,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,16,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,44,Otro,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,37,Otro,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/24/2022,Ciudad Autónoma de Buenos Aires,Mujer,80,Otro,No,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Varon
2/25/2022,Entre Ríos,Mujer,42,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,30,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,17,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Santa Fe,Varon,14,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,43,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Buenos Aires,Mujer,53,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Jujuy,Mujer,14,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
2/25/2022,Buenos Aires,Mujer,47,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,49,Otro,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Santa Fe,Mujer,21,Otro,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Mendoza,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,San Juan,Mujer,33,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Entre Ríos,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,35,Paraguaya,Si,Si,No,Si,No,Si,Si,No,No,No,No,No,Pareja,Varon
2/25/2022,Buenos Aires,Mujer,36,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,San Luis,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,San Luis,Mujer,29,Argentina,Si,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,34,Otro,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,34,Otro,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,43,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,27,Otro,No,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2/25/2022,Buenos Aires,Mujer,41,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Buenos Aires,Mujer,22,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,21,Otro,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Buenos Aires,Mujer,73,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Mujer
2/25/2022,Buenos Aires,Mujer,62,Otro,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,36,Otro,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Buenos Aires,Mujer,38,Boliviana,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Buenos Aires,Mujer,28,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Buenos Aires,Mujer,60,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
2/25/2022,Buenos Aires,Mujer,42,Argentina,No,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Buenos Aires,Mujer,52,Paraguaya,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,59,Otro,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,52,Otro,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,44,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,39,Otro,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,44,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,43,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,26,Otro,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/25/2022,Buenos Aires,Mujer,17,Otro,Si,Si,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,47,Peruana,Si,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Varon
2/25/2022,Ciudad Autónoma de Buenos Aires,Mujer,47,Otro,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,24,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,24,Boliviana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,36,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,San Luis,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Otro,Varon
2/26/2022,Buenos Aires,Mujer,43,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Cordoba,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,44,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,22,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,26,Otro,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,54,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Salta,Mujer,42,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Santa Fe,Mujer,25,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Mendoza,Mujer,37,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,32,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Mendoza,Mujer,29,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro,Varon
2/26/2022,Santa Fe,Mujer,23,Otro,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Entre Ríos,Mujer,34,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,47,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,32,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Tucumán,Mujer,40,Argentina,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,45,Otro,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Otro,Varon
2/26/2022,Santa Cruz,Mujer,26,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,31,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,46,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,36,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Santa Fe,Mujer,29,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,San Luis,Mujer,27,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Mendoza,Mujer,37,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Formosa,Mujer,41,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,31,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,21,Otro,Si,Si,Si,Si,No,Si,No,No,Si,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,51,Otro,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,34,Otro,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,38,Paraguaya,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,39,Otro,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,30,Otro,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,27,Otro,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,43,Uruguaya,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,28,Otro,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,16,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon
2/26/2022,Buenos Aires,Mujer,42,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,49,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2/26/2022,Buenos Aires,Mujer,32,Otro,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Buenos Aires,Mujer,74,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2/26/2022,Buenos Aires,Mujer,68,Argentina,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,28,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,70,Otro,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Mujer
2/26/2022,Buenos Aires,Mujer,19,Argentina,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
2/26/2022,Ciudad Autónoma de Buenos Aires,Mujer,39,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Ciudad Autónoma de Buenos Aires,Mujer,53,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/26/2022,Buenos Aires,Mujer,47,Otro,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/26/2022,Ciudad Autónoma de Buenos Aires,Mujer,57,Otro,No,Si,Si,No,No,No,No,Si,No,No,No,No,Otro,Varon
2/27/2022,Tucumán,Mujer,24,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/27/2022,Buenos Aires,Mujer,38,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Jujuy,Mujer,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Catamarca,Mujer,41,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Mendoza,Mujer,39,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Cordoba,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Buenos Aires,Mujer,25,Otro,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Tucumán,Mujer,22,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/27/2022,Buenos Aires,Mujer,48,Otro,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Entre Ríos,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,San Juan,Mujer,50,Argentina,Si,Si,No,No,No,No,Si,No,No,No,No,No,Otro,Varon
2/27/2022,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Buenos Aires,Mujer,38,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Buenos Aires,Mujer,52,Argentina,No,Si,No,No,No,No,Si,No,No,No,No,No,Otro,Varon
2/27/2022,Buenos Aires,Mujer,15,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Madre o tutor,Mujer
2/27/2022,Cordoba,Mujer,40,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/27/2022,Buenos Aires,Mujer,22,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Cordoba,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/27/2022,Salta,Mujer,34,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Jujuy,Mujer,30,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/27/2022,Mendoza,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Río Negro,Mujer,32,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/27/2022,Ciudad Autónoma de Buenos Aires,Mujer,40,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2/27/2022,Buenos Aires,Mujer,35,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/27/2022,Buenos Aires,Mujer,20,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
2/27/2022,Buenos Aires,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,Santa Fe,Mujer,38,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2/27/2022,La Rioja,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2/27/2022,Mendoza,Mujer,19,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
